38.00	323.00	202.00	308.00	216.00	517.00	54.00	540.00	
38.01	322.98	204.84	303.98	220.90	521.01	54.06	540.01	
38.01	322.98	204.90	304.01	220.89	521.00	53.99	539.96	
38.00	322.99	204.88	303.98	220.88	520.99	54.01	540.00	
38.00	322.99	204.91	304.00	220.89	520.99	53.98	539.98	
38.01	322.97	204.86	304.06	220.89	521.00	54.03	539.91	
38.00	323.00	204.88	304.02	220.89	520.98	54.01	539.96	
38.00	323.00	204.94	304.03	220.89	520.98	53.95	539.95	
38.01	322.97	204.91	304.06	220.88	521.01	53.99	539.92	
38.00	322.99	204.97	304.02	220.88	520.99	53.92	539.96	
38.00	322.99	204.91	304.05	220.89	520.99	53.98	539.93	
38.01	322.99	204.92	304.03	220.88	521.00	53.96	539.95	
38.01	322.99	204.92	304.04	220.90	520.99	53.98	539.94	
38.02	322.99	204.92	304.05	220.88	521.00	53.97	539.93	
38.01	322.98	204.95	304.04	220.89	521.00	53.94	539.94	
38.01	322.98	204.93	304.04	220.89	521.00	53.96	539.94	
38.01	322.98	204.90	304.07	220.88	521.00	53.99	539.91	
38.00	322.98	204.91	304.04	220.89	521.00	53.98	539.95	
38.01	322.97	204.92	304.07	220.88	521.01	53.97	539.91	
38.00	322.98	204.92	304.03	220.89	521.00	53.98	539.95	
38.01	322.99	204.89	304.05	220.88	521.00	54.00	539.93	
38.01	322.98	204.93	304.06	220.88	521.01	53.96	539.92	
38.01	322.98	204.86	304.06	220.88	521.00	54.03	539.92	
38.01	322.98	204.87	304.06	220.88	521.01	54.02	539.92	
38.02	322.97	204.91	304.10	220.87	521.01	53.98	539.88	
38.01	322.97	204.92	304.07	220.88	521.01	53.97	539.91	
38.01	322.98	204.92	304.05	220.88	521.00	53.97	539.94	
38.01	322.97	204.87	304.08	220.88	521.01	54.02	539.90	
38.01	322.97	204.89	304.06	220.88	521.01	54.00	539.92	
38.01	322.98	204.90	304.03	220.88	521.00	53.99	539.95	
38.02	322.96	204.89	304.08	220.88	521.03	54.01	539.92	
38.02	322.96	204.94	304.07	220.88	521.02	53.96	539.92	
38.00	322.97	204.92	304.04	220.90	521.02	53.98	539.94	
38.03	322.95	204.90	304.03	220.86	521.03	53.99	539.95	
38.02	322.93	204.87	304.07	220.87	521.07	54.02	539.93	
38.01	322.94	204.88	304.08	220.88	521.06	54.02	539.93	
38.01	322.95	204.88	304.08	220.88	521.03	54.00	539.90	
38.00	322.96	204.91	304.03	220.89	521.03	53.99	539.95	
38.01	322.96	204.94	304.08	220.89	521.03	53.96	539.91	
38.01	322.96	204.90	304.09	220.88	521.03	53.99	539.91	
38.01	322.95	204.90	304.08	220.88	521.05	54.00	539.92	
38.01	322.95	204.89	304.09	220.88	521.05	54.01	539.91	
38.01	322.95	204.92	304.06	220.88	521.05	53.97	539.94	
38.02	322.94	204.89	304.08	220.87	521.06	54.00	539.92	
38.00	322.96	204.92	304.12	220.89	521.05	53.97	539.89	
38.00	322.95	204.92	304.06	220.89	521.04	53.97	539.94	
38.02	322.95	204.92	304.10	220.88	521.05	53.97	539.90	
38.02	322.97	204.90	304.06	220.88	521.03	53.99	539.94	
38.00	322.96	204.90	304.08	220.89	521.04	53.99	539.92	
38.00	322.95	204.90	304.03	220.89	521.04	53.99	539.95	
38.00	322.96	204.93	304.12	220.89	521.04	53.97	539.88	
38.00	322.96	204.88	304.09	220.89	521.03	54.01	539.90	
38.00	322.95	204.88	304.10	220.89	521.04	54.01	539.90	
38.01	322.96	204.91	304.11	220.88	521.05	53.98	539.90	
38.01	322.95	204.84	304.17	220.89	521.07	54.06	539.85	
38.00	322.95	204.88	304.10	220.89	521.07	54.02	539.92	
38.00	322.97	204.86	304.10	220.89	521.05	54.03	539.92	
38.01	322.96	204.86	304.12	220.89	521.06	54.03	539.90	
38.01	322.96	204.88	304.12	220.89	521.06	54.01	539.90	
38.01	322.96	204.87	304.14	220.89	521.05	54.03	539.88	
38.01	322.96	204.91	304.13	220.89	521.06	53.98	539.89	
38.01	322.96	204.90	304.14	220.88	521.06	53.99	539.88	
38.01	322.95	204.91	304.13	220.89	521.07	53.98	539.89	
38.01	322.94	204.91	304.13	220.89	521.07	53.98	539.89	
38.01	322.96	204.91	304.13	220.89	521.06	53.98	539.89	
38.01	322.95	204.91	304.13	220.89	521.07	53.98	539.89	
38.01	322.95	204.90	304.13	220.87	521.06	53.98	539.88	
38.00	322.96	204.90	304.09	220.89	521.05	53.99	539.92	
38.01	322.95	204.91	304.12	220.88	521.06	53.99	539.89	
38.01	322.95	204.91	304.12	220.88	521.06	53.98	539.89	
38.01	322.95	204.91	304.11	220.88	521.06	53.97	539.90	
38.01	322.96	204.88	304.08	220.88	521.05	54.01	539.93	
38.01	322.97	204.88	304.08	220.88	521.04	54.01	539.94	
38.01	322.94	204.87	304.07	220.88	521.06	54.01	539.93	
38.01	322.96	204.90	304.12	220.89	521.05	54.00	539.88	
38.00	322.94	204.88	304.13	220.89	521.06	54.01	539.88	
38.01	322.95	204.88	304.12	220.89	521.05	54.01	539.88	
38.01	322.95	204.89	304.11	220.89	521.05	54.00	539.89	
38.01	322.96	204.88	304.09	220.89	521.04	54.02	539.91	
38.01	322.96	204.90	304.09	220.89	521.04	53.99	539.91	
38.01	322.96	204.90	304.10	220.89	521.04	53.99	539.90	
38.00	322.96	204.88	304.10	220.89	521.04	54.01	539.90	
38.01	322.96	204.89	304.07	220.88	521.05	54.00	539.94	
38.01	322.96	204.89	304.07	220.89	521.05	54.00	539.94	
38.00	322.97	204.87	304.11	220.89	521.04	54.02	539.89	
38.00	322.96	204.89	304.07	220.89	521.04	54.01	539.93	
38.00	322.96	204.85	304.13	220.89	521.04	54.04	539.88	
38.01	322.97	204.86	304.13	220.89	521.04	54.04	539.88	
38.03	322.93	204.90	304.04	220.87	521.08	54.00	539.96	
38.03	322.93	204.89	304.05	220.87	521.06	54.01	539.95	
38.02	322.93	204.92	304.10	220.88	521.07	53.98	539.91	
38.02	322.94	204.88	304.07	220.88	521.06	54.02	539.93	
38.02	322.94	204.89	304.06	220.88	521.06	54.01	539.94	
38.03	322.92	204.89	304.09	220.87	521.09	54.01	539.91	
38.02	322.94	204.91	304.09	220.87	521.06	53.99	539.91	
38.04	322.92	204.89	304.08	220.86	521.09	54.01	539.93	
38.02	322.93	204.88	304.10	220.88	521.08	54.02	539.90	
38.03	322.91	204.87	304.07	220.87	521.09	54.03	539.93	
38.03	322.92	204.92	304.10	220.87	521.09	53.99	539.90	
38.02	322.94	204.90	304.14	220.88	521.06	54.00	539.87	
38.40	322.68	205.22	303.99	220.82	521.15	54.01	539.85	
38.52	322.60	205.33	303.66	220.87	520.87	54.06	539.82	
38.77	322.34	205.35	303.27	220.67	520.43	54.09	539.51	
38.79	322.35	205.36	303.23	220.66	520.42	54.09	539.54	
38.42	322.76	205.22	303.76	220.93	520.91	54.13	539.91	
38.04	323.16	205.10	304.53	221.18	521.34	54.11	539.96	
37.94	323.25	205.02	304.62	221.21	521.34	54.14	539.97	
37.85	323.34	205.00	304.86	221.30	521.51	54.15	539.98	
37.71	323.48	204.91	305.21	221.42	521.68	54.22	539.96	
37.61	323.60	204.88	305.21	221.48	521.69	54.21	540.07	
37.66	323.54	204.92	305.12	221.49	521.68	54.22	540.10	
37.83	323.38	205.12	304.72	221.51	521.44	54.22	540.10	
37.85	323.34	205.20	304.62	221.52	521.41	54.18	540.14	
37.87	323.33	205.23	304.57	221.53	521.40	54.17	540.15	
38.04	323.19	205.52	304.34	221.59	521.40	54.11	540.25	
38.18	323.09	205.79	304.16	221.66	521.33	54.05	540.26	
38.37	322.95	206.07	303.99	221.72	521.32	54.03	540.28	
38.77	322.62	206.56	303.48	221.77	521.15	53.98	540.29	
39.25	322.25	207.28	302.98	221.97	521.01	53.95	540.28	
39.65	322.09	207.81	302.64	222.06	520.85	53.90	540.30	
39.90	321.96	208.13	302.56	222.17	520.90	53.94	540.31	
40.08	321.83	208.38	302.50	222.20	520.96	53.91	540.29	
40.25	321.66	208.60	302.37	222.25	520.96	53.89	540.25	
40.38	321.46	208.73	302.08	222.15	520.86	53.80	540.24	
40.47	321.21	209.06	302.03	221.98	520.84	53.39	540.03	
40.76	320.77	209.05	301.91	221.70	520.73	53.41	539.59	
41.34	320.20	209.54	301.35	221.48	520.58	53.29	539.43	
42.21	319.46	210.55	301.15	221.36	520.45	53.01	538.76	
43.13	318.55	211.42	300.97	221.11	520.42	52.82	538.00	
44.15	317.70	212.40	300.63	221.17	520.36	52.92	537.43	
45.41	316.78	213.63	300.72	221.04	520.39	52.82	536.46	
46.85	315.80	215.21	300.67	221.20	520.41	52.83	535.55	
48.74	314.37	217.13	300.60	221.25	520.61	52.86	534.38	
50.87	312.88	219.18	300.35	221.35	520.55	53.04	533.08	
53.43	311.14	221.68	299.86	221.37	520.49	53.12	531.76	
56.21	309.27	224.39	299.52	221.47	520.43	53.28	530.18	
59.38	307.08	227.47	298.98	221.52	520.31	53.43	528.41	
62.96	304.74	230.69	299.03	221.57	520.54	53.84	526.25	
66.91	302.37	234.27	298.91	221.60	520.37	54.24	523.83	
71.06	300.00	238.04	299.11	221.77	520.37	54.78	521.26	
75.45	297.41	242.21	298.72	221.91	520.21	55.15	518.90	
80.17	294.73	246.41	298.48	222.05	520.04	55.81	516.29	
85.00	292.34	250.72	297.95	222.54	519.70	56.82	514.09	
89.80	290.12	254.89	297.95	223.45	519.56	58.35	511.74	
94.34	288.18	258.93	297.91	224.44	519.39	59.85	509.66	
98.89	286.24	262.74	298.13	225.29	519.13	61.44	507.24	
103.92	283.60	267.13	298.09	226.00	518.68	62.79	504.18	
109.07	280.47	271.42	297.30	226.55	517.26	64.20	500.42	
114.21	276.54	275.92	296.08	227.24	515.36	65.53	495.83	
119.37	272.36	280.16	293.91	228.04	512.55	67.25	491.00	
124.38	267.93	284.60	290.95	229.66	509.22	69.44	486.20	
130.17	263.55	289.49	288.68	231.33	505.79	72.01	480.66	
137.29	258.74	295.24	287.00	232.43	502.59	74.48	474.33	
144.92	253.83	301.51	285.25	233.63	499.26	77.03	467.84	
152.78	248.84	307.74	284.02	234.45	496.26	79.49	461.08	
161.53	243.14	314.63	282.96	235.15	492.99	82.04	453.17	
171.02	236.72	322.14	280.74	235.87	488.77	84.75	444.75	
179.50	230.68	328.83	278.34	237.30	484.00	87.97	436.33	
187.62	225.32	335.09	276.58	239.07	479.89	91.59	428.63	
196.93	220.53	342.46	275.67	240.89	475.74	95.37	420.59	
207.29	216.20	350.69	274.96	242.74	471.63	99.33	412.87	
217.30	212.44	358.61	274.88	244.61	468.39	103.30	405.94	
227.06	209.56	365.79	276.17	246.31	465.72	107.59	399.11	
237.19	206.88	373.41	277.55	248.11	463.02	111.89	392.35	
247.14	204.41	380.80	278.68	249.90	460.30	116.23	386.03	
256.77	202.22	387.86	280.26	252.01	457.73	120.91	379.68	
266.54	200.16	395.19	281.96	254.56	454.81	125.91	373.78	
276.30	198.33	402.58	282.93	257.41	452.24	131.13	368.35	
285.79	197.11	409.53	284.74	260.52	449.99	136.77	363.08	
295.71	196.14	416.84	286.11	263.84	447.81	142.71	357.94	
305.60	195.48	424.36	286.91	267.61	445.78	148.85	353.44	
315.68	195.17	431.72	290.30	271.29	443.65	155.25	348.52	
326.20	194.80	439.45	292.62	275.08	441.56	161.83	343.75	
337.09	194.57	447.41	294.91	279.22	439.60	168.91	339.26	
347.86	194.53	455.63	297.17	284.26	437.75	176.49	335.11	
358.87	194.70	464.10	299.91	289.76	436.08	184.53	330.87	
369.82	195.28	472.58	302.38	295.75	433.89	193.00	326.79	
380.83	195.90	480.73	304.90	301.15	432.01	201.25	323.01	
391.85	196.87	488.43	308.02	305.81	430.21	209.22	319.06	
402.72	198.19	495.88	311.33	310.38	428.26	217.22	315.12	
413.11	199.68	503.17	314.93	315.25	426.41	225.19	311.16	
423.62	200.94	510.12	318.45	319.55	424.80	233.05	307.29	
433.77	202.43	516.79	321.99	324.31	423.02	241.29	303.47	
443.94	204.52	524.28	325.58	329.76	421.30	249.41	300.24	
453.69	207.41	530.80	330.27	334.76	420.40	257.65	297.55	
463.69	211.07	536.63	335.65	338.51	419.60	265.58	295.02	
473.18	215.07	541.68	341.69	341.99	418.72	273.49	292.11	
482.23	219.21	546.37	347.72	345.25	417.79	281.11	289.28	
490.87	223.39	550.44	353.41	347.99	416.81	288.42	286.78	
499.12	227.75	554.27	359.36	350.34	415.91	295.19	284.30	
506.72	232.42	557.21	365.46	352.62	414.69	302.14	281.65	
513.94	237.12	559.77	371.79	354.72	413.39	308.89	278.73	
520.89	241.70	561.93	377.49	356.36	411.56	315.32	275.78	
527.33	246.33	563.58	383.23	357.90	409.53	321.65	272.63	
533.42	250.95	565.07	389.00	359.47	407.51	327.82	269.47	
539.05	255.75	566.01	394.40	360.83	405.22	333.87	266.57	
544.32	260.45	566.60	399.77	362.14	403.20	339.86	263.88	
549.39	265.03	567.08	404.99	363.60	400.66	345.92	260.69	
554.18	269.51	567.33	409.72	365.43	398.26	352.28	258.04	
558.80	273.55	567.63	413.57	367.58	395.23	358.75	255.21	
563.24	277.04	568.20	416.97	369.77	392.33	364.81	252.40	
567.60	280.48	568.36	420.11	371.16	388.86	370.40	249.23	
571.53	283.51	568.00	423.17	372.51	385.20	376.04	245.54	
575.48	286.35	567.32	425.65	373.87	381.06	382.02	241.76	
579.55	288.27	567.72	426.99	375.58	377.31	387.41	238.59	
583.62	289.57	568.86	428.17	378.07	374.28	392.83	235.68	
587.24	290.98	569.91	429.12	381.03	371.43	398.36	233.29	
590.09	292.41	570.27	430.12	383.74	368.37	403.56	230.66	
592.36	293.82	569.50	430.97	385.45	364.73	408.30	227.58	
594.39	295.61	568.20	432.00	386.25	360.90	412.44	224.51	
596.17	298.02	566.50	433.66	387.20	357.36	416.87	221.73	
598.17	300.92	563.99	435.56	388.33	354.26	421.71	219.62	
600.68	302.86	564.93	436.90	390.19	351.58	426.24	217.53	
603.68	303.30	566.70	436.86	392.89	348.72	430.78	215.16	
605.75	305.87	565.57	439.18	395.95	347.63	436.13	214.32	
605.87	313.34	561.66	445.09	398.21	347.10	442.42	215.35	
607.02	316.72	560.56	447.72	400.80	345.75	447.25	214.75	
610.14	313.79	564.35	444.88	404.50	342.23	450.29	211.15	
614.60	307.06	571.06	439.04	409.45	338.57	453.00	206.59	
617.85	304.33	575.32	436.98	413.45	337.05	455.97	204.41	
616.76	310.66	570.88	441.99	413.61	336.17	459.48	204.84	
615.39	316.27	564.97	446.60	412.03	334.87	462.45	204.53	
616.46	314.75	565.02	444.20	412.42	330.73	463.86	201.27	
619.94	306.97	570.53	437.09	415.52	326.00	464.93	195.88	
623.07	301.74	574.88	433.01	418.47	323.82	466.65	192.55	
622.30	306.00	571.95	436.28	419.25	322.90	469.59	192.61	
620.40	313.46	566.45	442.19	418.97	323.58	472.92	194.85	
620.60	315.17	566.32	443.90	420.18	324.89	474.47	196.16	
623.00	310.94	570.13	439.99	421.85	322.62	474.71	193.57	
625.72	304.97	574.44	435.37	423.63	320.86	474.91	190.46	
625.47	305.82	573.86	435.97	424.40	320.68	476.00	190.53	
622.46	312.91	567.77	441.17	423.15	313.34	477.84	192.76	
620.44	317.64	563.01	445.02	421.65	322.09	479.08	194.71	
620.80	316.45	562.86	443.47	421.23	320.26	479.17	193.24	
623.36	310.24	567.47	438.14	422.59	309.91	478.48	189.89	
624.88	307.41	570.73	436.51	424.45	318.17	478.60	189.07	
621.79	314.28	564.88	441.29	423.44	318.07	480.35	191.06	
618.19	322.01	557.32	447.42	421.20	318.92	482.07	193.51	
617.70	321.97	556.01	447.09	420.95	317.87	482.64	192.74	
620.37	314.66	561.45	440.47	422.35	313.60	481.27	187.78	
624.12	307.65	568.63	435.32	424.75	313.18	480.24	185.51	
622.89	311.04	567.49	438.60	425.77	315.53	481.18	187.97	
619.27	319.82	560.74	445.94	424.13	318.55	482.66	192.43	
617.72	322.43	556.92	448.71	422.48	320.80	483.28	194.52	
618.85	319.74	558.20	445.76	421.18	318.50	481.83	192.48	
621.65	313.73	563.77	441.28	421.77	318.36	479.65	190.81	
622.45	311.78	566.75	440.62	422.97	311.90	478.67	191.80	
620.53	315.53	564.11	443.47	422.49	321.74	478.91	193.80	
618.52	318.86	560.22	446.13	420.61	322.20	478.91	194.93	
617.77	318.73	559.40	446.27	419.11	322.82	477.48	195.28	
618.58	316.08	562.57	444.41	418.66	315.40	474.67	195.45	
619.66	312.09	566.80	442.08	418.98	325.83	471.85	195.85	
619.76	309.76	568.86	441.24	418.82	327.99	469.73	196.51	
618.82	310.40	568.54	441.72	417.53	329.38	467.81	198.06	
617.35	311.53	566.98	442.89	415.88	331.27	466.25	199.91	
616.25	311.47	566.58	443.15	414.19	333.40	463.86	201.72	
615.54	310.19	567.19	442.48	412.65	335.38	461.00	203.08	
614.97	308.49	567.85	441.47	410.92	337.04	458.04	204.06	
614.05	306.89	567.88	440.43	408.84	338.36	455.00	204.82	
612.93	306.19	567.69	439.88	406.89	339.39	452.14	205.70	
611.74	305.64	567.32	439.83	405.09	340.84	449.51	206.65	
610.60	304.94	567.37	439.58	403.47	342.58	446.70	207.93	
609.51	304.02	567.77	439.19	402.00	344.51	443.74	209.35	
608.47	303.06	568.05	438.79	400.36	346.58	440.78	210.85	
607.35	302.35	569.19	438.47	398.70	348.52	437.71	212.40	
606.30	301.29	568.63	438.12	396.81	350.46	434.75	213.63	
605.18	300.20	568.47	437.03	395.09	352.09	431.52	215.25	
603.82	298.85	568.92	436.24	393.55	353.76	428.45	216.37	
602.64	297.36	569.17	435.13	391.83	355.32	425.31	217.56	
601.49	295.64	569.79	433.74	390.19	357.12	421.89	219.02	
600.09	293.58	570.73	432.28	388.91	359.16	418.28	220.46	
598.57	291.13	571.49	430.34	387.17	361.16	414.25	221.95	
596.66	288.11	572.34	427.95	385.31	363.06	409.63	223.23	
594.38	284.70	573.07	425.07	383.29	365.21	404.60	224.84	
591.46	281.03	573.70	422.06	381.65	367.77	399.41	226.74	
588.27	277.24	574.26	418.62	379.82	370.55	393.84	229.17	
584.67	272.81	575.06	414.36	377.94	373.48	387.55	231.94	
580.97	268.04	575.76	409.70	376.12	376.40	381.34	234.73	
577.33	263.30	577.30	404.90	375.02	379.76	375.06	238.16	
573.52	258.84	578.72	399.87	374.90	383.89	369.70	242.87	
569.62	254.69	580.60	394.75	375.58	388.64	364.61	248.58	
565.30	250.59	582.03	389.51	376.68	393.45	359.95	254.53	
560.68	246.67	582.98	384.10	377.55	397.83	355.25	260.40	
